"filename", "language", "HTML", "Dart", "JSON", "C++", "Markdown", "YAML", "Swift", "XML", "Java Properties", "Gradle", "comment", "blank", "total"
"d:\tot\projects\POS_app\lib\domain\cart\usecases\fetch_cart_usecase.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"d:\tot\projects\POS_app\lib\domain\cart\usecases\prepare_cart_usecase.dart", "Dart", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 40
"d:\tot\projects\POS_app\lib\domain\cart\usecases\remove_cart_usecase.dart", "Dart", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"d:\tot\projects\POS_app\lib\domain\cart\usecases\remove_items_usecase.dart", "Dart", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31
"d:\tot\projects\POS_app\lib\domain\category\repo\category_repo_base.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"d:\tot\projects\POS_app\lib\domain\category\usecases\fetch_categories_usecase.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"d:\tot\projects\POS_app\lib\domain\customers\repo\customers_repo.dart", "Dart", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"d:\tot\projects\POS_app\lib\domain\customers\usecases\add_customer_usecase.dart", "Dart", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 48
"d:\tot\projects\POS_app\lib\domain\customers\usecases\fetch_customers_usecase.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"d:\tot\projects\POS_app\lib\domain\fulfillment_center\repo\fulfillment_center_repo.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"d:\tot\projects\POS_app\lib\domain\fulfillment_center\usecase\change_fulfillment_center_usecase.dart", "Dart", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 46
"d:\tot\projects\POS_app\lib\domain\fulfillment_center\usecase\get_fullfilment_centers_usecase.dart", "Dart", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 45
"d:\tot\projects\POS_app\lib\domain\inventory\repo\inventory_repo.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"d:\tot\projects\POS_app\lib\domain\inventory\usecase\update_inventory_quantity_usecase.dart", "Dart", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 37
"d:\tot\projects\POS_app\lib\domain\menu\repo\repo.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\tot\projects\POS_app\lib\domain\menu\usecases\fetch_menu_categories_usecase.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"d:\tot\projects\POS_app\lib\domain\orders\entities\order_entity.dart", "Dart", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38
"d:\tot\projects\POS_app\lib\domain\orders\repo\orders_repo_base.dart", "Dart", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"d:\tot\projects\POS_app\lib\domain\orders\usecases\change_order_status_usecase.dart", "Dart", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"d:\tot\projects\POS_app\lib\domain\orders\usecases\create_order_from_bag.dart", "Dart", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\tot\projects\POS_app\lib\domain\orders\usecases\create_order_from_cart_usecase.dart", "Dart", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 36
"d:\tot\projects\POS_app\lib\domain\orders\usecases\get_order_details_usecase.dart", "Dart", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"d:\tot\projects\POS_app\lib\domain\orders\usecases\get_orders_usecase.dart", "Dart", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 36
"d:\tot\projects\POS_app\lib\domain\products\repo\products_repo_base.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\tot\projects\POS_app\lib\domain\products\usecases\change_product_master_variation.dart", "Dart", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 34
"d:\tot\projects\POS_app\lib\domain\products\usecases\get_product_details_usecase.dart", "Dart", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 105
"d:\tot\projects\POS_app\lib\domain\products\usecases\get_products_usecase.dart", "Dart", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 109
"d:\tot\projects\POS_app\lib\domain\reports\repo\report_repo.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"d:\tot\projects\POS_app\lib\domain\reports\usecase\order_statistics_usecase.dart", "Dart", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"d:\tot\projects\POS_app\lib\domain\reports\usecase\pie_chart_usecase.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\tot\projects\POS_app\lib\domain\reports\usecase\report_cost_usecase.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"d:\tot\projects\POS_app\lib\domain\sales\repo\repo.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\tot\projects\POS_app\lib\main.dart", "Dart", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"d:\tot\projects\POS_app\lib\pos_app.dart", "Dart", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 83
"d:\tot\projects\POS_app\lib\view\blocs\bag\bag_bloc.dart", "Dart", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 127
"d:\tot\projects\POS_app\lib\view\blocs\bag\bag_bloc.freezed.dart", "Dart", 0, 1214, 0, 0, 0, 0, 0, 0, 0, 0, 44, 151, 1409
"d:\tot\projects\POS_app\lib\view\blocs\bag\bag_event.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\tot\projects\POS_app\lib\view\blocs\bag\bag_state.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 11
"d:\tot\projects\POS_app\lib\view\blocs\bottom_navigation_bar\bottom_nav_bloc.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\tot\projects\POS_app\lib\view\blocs\bottom_navigation_bar\bottom_nav_bloc.freezed.dart", "Dart", 0, 360, 0, 0, 0, 0, 0, 0, 0, 0, 23, 53, 436
"d:\tot\projects\POS_app\lib\view\blocs\bottom_navigation_bar\bottom_nav_event.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\tot\projects\POS_app\lib\view\blocs\bottom_navigation_bar\bottom_nav_state.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\tot\projects\POS_app\lib\view\blocs\cart\add_coupon\add_coupon_bloc.dart", "Dart", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"d:\tot\projects\POS_app\lib\view\blocs\cart\add_coupon\add_coupon_bloc.freezed.dart", "Dart", 0, 665, 0, 0, 0, 0, 0, 0, 0, 0, 32, 95, 792
"d:\tot\projects\POS_app\lib\view\blocs\cart\add_coupon\add_coupon_event.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\tot\projects\POS_app\lib\view\blocs\cart\add_coupon\add_coupon_state.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"d:\tot\projects\POS_app\lib\view\blocs\cart\add_item\add_item_bloc.dart", "Dart", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"d:\tot\projects\POS_app\lib\view\blocs\cart\add_item\add_item_bloc.freezed.dart", "Dart", 0, 995, 0, 0, 0, 0, 0, 0, 0, 0, 41, 121, 1157
"d:\tot\projects\POS_app\lib\view\blocs\cart\add_item\add_item_event.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"d:\tot\projects\POS_app\lib\view\blocs\cart\add_item\add_item_state.dart", "Dart", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"d:\tot\projects\POS_app\lib\view\blocs\cart\fetch_cart\fetch_cart_bloc.dart", "Dart", 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 186
"d:\tot\projects\POS_app\lib\view\blocs\cart\fetch_cart\fetch_cart_bloc.freezed.dart", "Dart", 0, 1707, 0, 0, 0, 0, 0, 0, 0, 0, 50, 206, 1963
"d:\tot\projects\POS_app\lib\view\blocs\cart\fetch_cart\fetch_cart_event.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\tot\projects\POS_app\lib\view\blocs\cart\fetch_cart\fetch_cart_state.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 18
"d:\tot\projects\POS_app\lib\view\blocs\cart\remove_cart\remove_cart_bloc.dart", "Dart", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"d:\tot\projects\POS_app\lib\view\blocs\cart\remove_cart\remove_cart_bloc.freezed.dart", "Dart", 0, 661, 0, 0, 0, 0, 0, 0, 0, 0, 35, 89, 785
"d:\tot\projects\POS_app\lib\view\blocs\cart\remove_cart\remove_cart_event.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\tot\projects\POS_app\lib\view\blocs\cart\remove_cart\remove_cart_state.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\tot\projects\POS_app\lib\view\blocs\categories\categories_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 5, 35
"d:\tot\projects\POS_app\lib\view\blocs\categories\categories_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 7
"d:\tot\projects\POS_app\lib\view\blocs\categories\categories_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 10
"d:\tot\projects\POS_app\lib\view\blocs\create_order\create_order_bloc.dart", "Dart", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 46
"d:\tot\projects\POS_app\lib\view\blocs\create_order\create_order_bloc.freezed.dart", "Dart", 0, 923, 0, 0, 0, 0, 0, 0, 0, 0, 38, 125, 1086
"d:\tot\projects\POS_app\lib\view\blocs\create_order\create_order_event.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\tot\projects\POS_app\lib\view\blocs\create_order\create_order_state.dart", "Dart", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 17
"d:\tot\projects\POS_app\lib\view\blocs\customer\current_customer\current_customer_cubit.dart", "Dart", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"d:\tot\projects\POS_app\lib\view\blocs\customer\current_customer\current_customer_cubit.freezed.dart", "Dart", 0, 275, 0, 0, 0, 0, 0, 0, 0, 0, 18, 43, 336
"d:\tot\projects\POS_app\lib\view\blocs\customer\current_customer\current_customer_state.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\tot\projects\POS_app\lib\view\blocs\customer\recent_customers\recent_customers_bloc.dart", "Dart", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 118
"d:\tot\projects\POS_app\lib\view\blocs\customer\recent_customers\recent_customers_bloc.freezed.dart", "Dart", 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 41, 125, 1268
"d:\tot\projects\POS_app\lib\view\blocs\customer\recent_customers\recent_customers_event.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"d:\tot\projects\POS_app\lib\view\blocs\customer\recent_customers\recent_customers_state.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 20
"d:\tot\projects\POS_app\lib\view\blocs\fulfillment_centers\fulfillment_center_bloc.dart", "Dart", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 64
"d:\tot\projects\POS_app\lib\view\blocs\fulfillment_centers\fulfillment_center_bloc.freezed.dart", "Dart", 0, 884, 0, 0, 0, 0, 0, 0, 0, 0, 38, 114, 1036
"d:\tot\projects\POS_app\lib\view\blocs\fulfillment_centers\fulfillment_center_event.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\tot\projects\POS_app\lib\view\blocs\fulfillment_centers\fulfillment_center_state.dart", "Dart", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"d:\tot\projects\POS_app\lib\view\blocs\inventory\inventory_bloc.dart", "Dart", 0, 245, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 259
"d:\tot\projects\POS_app\lib\view\blocs\inventory\inventory_bloc.freezed.dart", "Dart", 0, 1860, 0, 0, 0, 0, 0, 0, 0, 0, 47, 161, 2068
"d:\tot\projects\POS_app\lib\view\blocs\inventory\inventory_event.dart", "Dart", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"d:\tot\projects\POS_app\lib\view\blocs\inventory\inventory_state.dart", "Dart", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"d:\tot\projects\POS_app\lib\view\blocs\layout\layout_bloc.dart", "Dart", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"d:\tot\projects\POS_app\lib\view\blocs\layout\layout_bloc.freezed.dart", "Dart", 0, 1015, 0, 0, 0, 0, 0, 0, 0, 0, 41, 135, 1191
"d:\tot\projects\POS_app\lib\view\blocs\layout\layout_event.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 11
"d:\tot\projects\POS_app\lib\view\blocs\layout\layout_state.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 14
"d:\tot\projects\POS_app\lib\view\blocs\login\login_bloc.dart", "Dart", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 36
"d:\tot\projects\POS_app\lib\view\blocs\login\login_bloc.freezed.dart", "Dart", 0, 668, 0, 0, 0, 0, 0, 0, 0, 0, 32, 89, 789
"d:\tot\projects\POS_app\lib\view\blocs\login\login_event.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"d:\tot\projects\POS_app\lib\view\blocs\login\login_state.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"d:\tot\projects\POS_app\lib\view\blocs\menu\menu_bloc.dart", "Dart", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 61
"d:\tot\projects\POS_app\lib\view\blocs\menu\menu_bloc.freezed.dart", "Dart", 0, 1008, 0, 0, 0, 0, 0, 0, 0, 0, 36, 105, 1149
"d:\tot\projects\POS_app\lib\view\blocs\menu\menu_event.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\tot\projects\POS_app\lib\view\blocs\menu\menu_state.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"d:\tot\projects\POS_app\lib\view\blocs\order_details\order_details_bloc.dart", "Dart", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"d:\tot\projects\POS_app\lib\view\blocs\order_details\order_details_bloc.freezed.dart", "Dart", 0, 691, 0, 0, 0, 0, 0, 0, 0, 0, 32, 99, 822
"d:\tot\projects\POS_app\lib\view\blocs\order_details\order_details_event.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\tot\projects\POS_app\lib\view\blocs\order_details\order_details_state.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\tot\projects\POS_app\lib\view\blocs\orders\orders_bloc.dart", "Dart", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 43
"d:\tot\projects\POS_app\lib\view\blocs\orders\orders_bloc.freezed.dart", "Dart", 0, 937, 0, 0, 0, 0, 0, 0, 0, 0, 39, 127, 1103
"d:\tot\projects\POS_app\lib\view\blocs\orders\orders_event.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\tot\projects\POS_app\lib\view\blocs\orders\orders_state.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\tot\projects\POS_app\lib\view\blocs\product_details\product_details_bloc.dart", "Dart", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 69
"d:\tot\projects\POS_app\lib\view\blocs\product_details\product_details_bloc.freezed.dart", "Dart", 0, 992, 0, 0, 0, 0, 0, 0, 0, 0, 37, 122, 1151
"d:\tot\projects\POS_app\lib\view\blocs\product_details\product_details_event.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\tot\projects\POS_app\lib\view\blocs\product_details\product_details_state.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"d:\tot\projects\POS_app\lib\view\blocs\products\products_bloc.dart", "Dart", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 80
"d:\tot\projects\POS_app\lib\view\blocs\products\products_bloc.freezed.dart", "Dart", 0, 1271, 0, 0, 0, 0, 0, 0, 0, 0, 38, 117, 1426
"d:\tot\projects\POS_app\lib\view\blocs\products\products_event.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\tot\projects\POS_app\lib\view\blocs\products\products_state.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\tot\projects\POS_app\lib\view\blocs\report\order_statistics_bloc\order_statistics_bloc.dart", "Dart", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"d:\tot\projects\POS_app\lib\view\blocs\report\order_statistics_bloc\order_statistics_bloc.freezed.dart", "Dart", 0, 673, 0, 0, 0, 0, 0, 0, 0, 0, 32, 97, 802
"d:\tot\projects\POS_app\lib\view\blocs\report\order_statistics_bloc\order_statistics_event.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\tot\projects\POS_app\lib\view\blocs\report\order_statistics_bloc\order_statistics_state.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\tot\projects\POS_app\lib\view\blocs\report\report_cost\report_cost_cubit.dart", "Dart", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"d:\tot\projects\POS_app\lib\view\blocs\report\report_cost\report_cost_cubit.freezed.dart", "Dart", 0, 396, 0, 0, 0, 0, 0, 0, 0, 0, 21, 61, 478
"d:\tot\projects\POS_app\lib\view\blocs\report\report_cost\report_cost_state.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\tot\projects\POS_app\lib\view\blocs\report\report_pie_chart\report_pie_chart_cubit.dart", "Dart", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"d:\tot\projects\POS_app\lib\view\blocs\report\report_pie_chart\report_pie_chart_cubit.freezed.dart", "Dart", 0, 396, 0, 0, 0, 0, 0, 0, 0, 0, 21, 61, 478
"d:\tot\projects\POS_app\lib\view\blocs\report\report_pie_chart\report_pie_chart_state.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\tot\projects\POS_app\lib\view\blocs\sales\sales_cubit.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"d:\tot\projects\POS_app\lib\view\blocs\sales\sales_cubit.freezed.dart", "Dart", 0, 394, 0, 0, 0, 0, 0, 0, 0, 0, 22, 59, 475
"d:\tot\projects\POS_app\lib\view\blocs\sales\sales_state.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\tot\projects\POS_app\lib\view\blocs\signup\signup_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 6, 30
"d:\tot\projects\POS_app\lib\view\blocs\signup\signup_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 13
"d:\tot\projects\POS_app\lib\view\blocs\signup\signup_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 11
"d:\tot\projects\POS_app\lib\view\components\customer\alert_dialog_customer.dart", "Dart", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 115
"d:\tot\projects\POS_app\lib\view\components\customer\customer_card.dart", "Dart", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 109
"d:\tot\projects\POS_app\lib\view\components\customer\customer_exp.dart", "Dart", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\tot\projects\POS_app\lib\view\components\customer\recent_customers.dart", "Dart", 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 139
"d:\tot\projects\POS_app\lib\view\components\home_components\tot_pos_product_details_dialog_organism.dart", "Dart", 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 238
"d:\tot\projects\POS_app\lib\view\components\order_components\order_alert_dialog.dart", "Dart", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 193
"d:\tot\projects\POS_app\lib\view\components\order_components\order_card.dart", "Dart", 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 202
"d:\tot\projects\POS_app\lib\view\components\order_components\pos_orders_rail_organism.dart", "Dart", 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 160
"d:\tot\projects\POS_app\lib\view\components\order_components\tot_orders_rails_organism.dart", "Dart", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 70
"d:\tot\projects\POS_app\lib\view\components\reports\line_chart.dart", "Dart", 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 141
"d:\tot\projects\POS_app\lib\view\components\reports\reports_exp.dart", "Dart", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 5
"d:\tot\projects\POS_app\lib\view\components\sales_card.dart", "Dart", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 121
"d:\tot\projects\POS_app\lib\view\screens\auth\login_screen.dart", "Dart", 0, 289, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 311
"d:\tot\projects\POS_app\lib\view\screens\layout\customer_screen.dart", "Dart", 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 206
"d:\tot\projects\POS_app\lib\view\screens\layout\home_screen.dart", "Dart", 0, 470, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 480
"d:\tot\projects\POS_app\lib\view\screens\layout\inventory_screen.dart", "Dart", 0, 416, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 430
"d:\tot\projects\POS_app\lib\view\screens\layout\layout.dart", "Dart", 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 149
"d:\tot\projects\POS_app\lib\view\screens\layout\order_screen.dart", "Dart", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 137
"d:\tot\projects\POS_app\lib\view\screens\layout\reports_screen.dart", "Dart", 0, 475, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 489
"d:\tot\projects\POS_app\lib\view\screens\layout\sales_screen.dart", "Dart", 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 233
"d:\tot\projects\POS_app\lib\view\ui_mappers\alert_order.dart", "Dart", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38
"d:\tot\projects\POS_app\lib\view\ui_mappers\bag_organism_item.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\tot\projects\POS_app\lib\view\ui_mappers\order_entity_to_pos_record.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"d:\tot\projects\POS_app\lib\view\ui_mappers\order_entity_to_rails_record.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"d:\tot\projects\POS_app\lib\view\ui_mappers\to_category_record.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\tot\projects\POS_app\pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 3, 59
"d:\tot\projects\POS_app\test\domain\bag\bag_item_test.dart", "Dart", 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 111
"d:\tot\projects\POS_app\test\fulfillment_center\data_source\data_source_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\tot\projects\POS_app\test\fulfillment_center\repo\repo_test.dart", "Dart", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 112
"d:\tot\projects\POS_app\test\inventory\data_source\data_source_test.dart", "Dart", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 101
"d:\tot\projects\POS_app\test\inventory\repo\repo_test.dart", "Dart", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 95
"d:\tot\projects\POS_app\test\menu\data_source\data_source_test.dart", "Dart", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"d:\tot\projects\POS_app\test\menu\repo\repo_test.dart", "Dart", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 54
"d:\tot\projects\POS_app\test\menu\usecase\menu_usecase_test.dart", "Dart", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 36
"d:\tot\projects\POS_app\test\orders\data_source\remote_data_source_test.dart", "Dart", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 90, 26, 196
"d:\tot\projects\POS_app\test\orders\entity\entity_test.dart", "Dart", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"d:\tot\projects\POS_app\test\orders\repo\order_repo_test.dart", "Dart", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 66
"d:\tot\projects\POS_app\test\orders\usecase\order_usecase_test.dart", "Dart", 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 33, 27, 241
"d:\tot\projects\POS_app\test\product\data_source\product_data_source_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 7, 58
"d:\tot\projects\POS_app\test\product\repo\products_repo_test.dart", "Dart", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 76
"d:\tot\projects\POS_app\test\product\usecase\product_usecase_test.dart", "Dart", 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 146
"d:\tot\projects\POS_app\test\report\data_source\report_remote_data_source_test.dart", "Dart", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 70
